,name,review_score,reviewers,final_price,discount,ori_price,release_date,id,link
200,Darkest Dungeon® II,75,"8,807",2080.0,20,"2.600,00",2023 年 5 月 8 日,1940340,https://store.steampowered.com/app/1940340/Darkest_Dungeon_II/?snr=1_7_7_2300_150_9
201,过山车之星,91,"49,000",172.49,75,"689,99",2016 年 11 月 18 日,493340,https://store.steampowered.com/app/493340/_/?snr=1_7_7_2300_150_9
202,World War Z,83,"10,803",1199.99,40,"1.999,99",2021 年 9 月 21 日,699130,https://store.steampowered.com/app/699130/World_War_Z/?snr=1_7_7_2300_150_9
203,THE KING OF FIGHTERS XV,82,"5,653",732.5,75,"2.930,00",2022 年 2 月 17 日,1498570,https://store.steampowered.com/app/1498570/THE_KING_OF_FIGHTERS_XV/?snr=1_7_7_2300_150_9
204,索尼克 未知边境,93,"14,389",3999.5,50,"7.999,00",2022 年 11 月 8 日,1237320,https://store.steampowered.com/app/1237320/_/?snr=1_7_7_2300_150_9
205,CRISIS CORE –FINAL FANTASY VII– REUNION,90,"3,177",2589.3,30,"3.699,00",2022 年 12 月 14 日,1608070,https://store.steampowered.com/app/1608070/CRISIS_CORE_FINAL_FANTASY_VII_REUNION/?snr=1_7_7_2300_150_9
206,Castle Crashers®,96,"75,410",59.99,80,"299,99",2012 年 9 月 27 日,204360,https://store.steampowered.com/app/204360/Castle_Crashers/?snr=1_7_7_2300_150_9
207,Noita,95,"50,273",112.49,50,"224,99",2020 年 10 月 16 日,881100,https://store.steampowered.com/app/881100/Noita/?snr=1_7_7_2300_150_9
208,ACE COMBAT™ 7: SKIES UNKNOWN,87,"27,891",1289.85,85,"8.599,00",2019 年 2 月 1 日,502500,https://store.steampowered.com/app/502500/ACE_COMBAT_7_SKIES_UNKNOWN/?snr=1_7_7_2300_150_9
209,Kingdom Come: Deliverance,82,"82,863",82.49,75,"329,99",2018 年 2 月 13 日,379430,https://store.steampowered.com/app/379430/Kingdom_Come_Deliverance/?snr=1_7_7_2300_150_9
210,DRAGON BALL FighterZ,90,"44,281",449.99,85,"2.999,99",2018 年 1 月 27 日,678950,https://store.steampowered.com/app/678950/DRAGON_BALL_FighterZ/?snr=1_7_7_2300_150_9
211,审判之逝：湮灭的记忆,95,"2,734",4799.4,40,"7.999,00",2022 年 9 月 14 日,2058190,https://store.steampowered.com/app/2058190/_/?snr=1_7_7_2300_150_9
212,Dying Light,95,"279,666",125.99,70,"419,99",2016 年 4 月 21 日,239140,https://store.steampowered.com/app/239140/Dying_Light/?snr=1_7_7_2300_150_9
